,_id,meta_title,page_title,meta_description,views,times_used,prod_title,prod_invoice_title,tags,variation,product-features,popularSuggest,specifications,more_information,categoryId,created_at,schema
85,863388,Fisher Scientific 1146226A - McKesson Medical-Surgical,Fisher Scientific 1146226A - McKesson Medical-Surgical,Glove Liner Wells Lamont® Powder Free Cotton White One Size Fits Most Fisher Scientific 1146226A,31,,Glove Liner Wells Lamont® Powder Free Cotton White One Size Fits Most,"LINER, GLV CTN LT WT WMN (12PR/BX)",[],[],"['100% lightweight cotton construction wicks away perspiration', ""Women's size"", 'Ambidextrous', 'Washable', 'Disposable', 'Lints']","[1089855, 1089856, 311690, 587916]","{'McKesson #': '863388', 'Manufacturer #': '1146226A', 'Brand': 'Wells Lamont®', 'Manufacturer': 'Fisher Scientific', 'Country of Origin': 'Unknown', 'Application': 'Glove Liner', 'Color': 'White', 'Cuff Style': 'Unhemmed Cuff', 'Hand Compatibility': 'Ambidextrous', 'Material': 'Cotton', 'Powder Content': 'Powder Free', 'Size': 'One Size Fits Most', 'Sterility': 'NonSterile', 'UNSPSC Code': '46181504', 'Usage': 'Disposable'}",[],37472,2022-05-01 22:44:13.251225,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Glove Liner', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/863388.jpg', 'description': 'Glove Liner Wells Lamont® Powder Free Cotton White One Size Fits Most', 'manufacturer': 'Fisher Scientific', 'mpn': '1146226A', 'model': '1146226A', 'brand': {'@type': 'Thing', 'name': 'Wells Lamont®'}}"
86,893199,Wells Lamont Industrial 1800L - McKesson Medical-Surgical,Wells Lamont Industrial 1800L - McKesson Medical-Surgical,Cut Resistant Glove Liner Kevlar® Medium Weight 1800 Powder Free Kevlar® White Large Wells Lamont Industrial 1800L,0,,Cut Resistant Glove Liner Kevlar® Medium Weight 1800 Powder Free Kevlar® White Large,"GLOVES, KEVLAR CUT RESISTANT LARGE (12/DZ 12DZ/CS)",[],[],"['100% Kevlar® string knit glove', 'Medium Weight', 'Continuous cuff', 'White cuff']","[414106, 359276, 969925, 368477]","{'McKesson #': '893199', 'Manufacturer #': '1800L', 'Brand': 'Kevlar® Medium Weight 1800', 'Manufacturer': 'Wells Lamont Industrial', 'Country of Origin': 'United States', 'Application': 'Cut Resistant Glove Liner', 'Color': 'White', 'Cuff Style': 'Knit Cuff', 'Hand Compatibility': 'Ambidextrous', 'Material': 'Kevlar®', 'Powder Content': 'Powder Free', 'Size': 'Large', 'Sterility': 'NonSterile', 'UNSPSC Code': '46181504', 'Usage': 'Reusable'}",[],37472,2022-05-01 22:56:14.242766,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Cut Resistant Glove Liner', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/893199.jpg', 'description': 'Cut Resistant Glove Liner Kevlar® Medium Weight 1800 Powder Free Kevlar® White Large', 'manufacturer': 'Wells Lamont Industrial', 'mpn': '1800L', 'model': '1800L', 'brand': {'@type': 'Thing', 'name': 'Kevlar® Medium Weight 1800'}}"
87,988397,Erie Scientific 51002-12-001I - McKesson Medical-Surgical,Erie Scientific 51002-12-001I - McKesson Medical-Surgical,Glove Liner UltraFIT® Powder Free Nylon White Medium Erie Scientific 51002-12-001I,31,,Glove Liner UltraFIT® Powder Free Nylon White Medium,GLOVE LINER MED (12PR/BX 12BX/CS),[],[],"['UltraFit liners are specifically designed to fit under gloves to provide a physical barrier that helps prevent skin irritation without affecting sense of touch', 'The form-fitting liner that protects you from glove irritation', 'Seamless fingertips', 'Washable', 'Orange cuff color']","[1089855, 1089856, 311690, 587916]","{'McKesson #': '988397', 'Manufacturer #': '51002-12-001I', 'Brand': 'UltraFIT®', 'Manufacturer': 'Erie Scientific', 'Country of Origin': 'United States', 'Application': 'Glove Liner', 'Color': 'White', 'Cuff Style': 'Knit Cuff', 'Glove Exterior': 'Textured', 'Hand Compatibility': 'Ambidextrous', 'Material': 'Nylon', 'Powder Content': 'Powder Free', 'Size': 'Medium', 'Sterility': 'NonSterile', 'UNSPSC Code': '42132204', 'Usage': 'Reusable'}",[],37472,2022-05-01 22:42:24.605429,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Glove Liner', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/988397.jpg', 'description': 'Glove Liner UltraFIT® Powder Free Nylon White Medium', 'manufacturer': 'Erie Scientific', 'mpn': '51002-12-001I', 'model': '51002-12-001I', 'brand': {'@type': 'Thing', 'name': 'UltraFIT®'}}"
88,989270,Fisher Scientific 14-379-39 - McKesson Medical-Surgical,Fisher Scientific 14-379-39 - McKesson Medical-Surgical,Glove Liner UltraFIT® Powder Free Nylon White Large Fisher Scientific 14-379-39,31,,Glove Liner UltraFIT® Powder Free Nylon White Large,"LINER, GLOVE NYLON ULTRAFIT (12PR/PK",[],[],"['Protect extra-sensitive hands from irritation and occlusion of the skin associated with frequent gloving', 'These gloves are pre-shrunk for multiple laundering', 'Form-fitting design for a skin-tight fit', 'Seamless fingertips', 'Cuffs are color coded for easy sorting', 'Cuff color: Blue']","[1089855, 1089856, 311690, 587916]","{'McKesson #': '989270', 'Manufacturer #': '14-379-39', 'Brand': 'UltraFIT®', 'Manufacturer': 'Fisher Scientific', 'Country of Origin': 'Unknown', 'Application': 'Glove Liner', 'Color': 'White', 'Cuff Style': 'Knit Cuff', 'Glove Exterior': 'Textured', 'Hand Compatibility': 'Ambidextrous', 'Material': 'Nylon', 'Powder Content': 'Powder Free', 'Size': 'Large', 'Sterility': 'NonSterile', 'UNSPSC Code': '46181504', 'Usage': 'Reusable'}",[],37472,2022-05-01 22:44:04.781498,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Glove Liner', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/989270.jpg', 'description': 'Glove Liner UltraFIT® Powder Free Nylon White Large', 'manufacturer': 'Fisher Scientific', 'mpn': '14-379-39', 'model': '14-379-39', 'brand': {'@type': 'Thing', 'name': 'UltraFIT®'}}"
89,409034,Ansell 5789910 - McKesson Medical-Surgical,Ansell 5789910 - McKesson Medical-Surgical,Cut Resistant Glove Liner Perry® Powder Free Spectra® Fiber White X-Small Ansell 5789910,0,,Cut Resistant Glove Liner Perry® Powder Free Spectra® Fiber White X-Small,"LINER, GLOVE CUT-RESISTANT STRYLW XSM (10PK/CS)",[],[],"['Spectra* polyethylene fiber is 17 times more cut resistant than latex and 10 times more cut resistant than leather', 'Cuff color is green', 'The glove carries a grid to enable wearers to monitor the number of times the glove has been washed and resterilized']","[414106, 359276, 969925, 368477]","{'McKesson #': '409034', 'Manufacturer #': '5789910', 'Brand': 'Perry®', 'Manufacturer': 'Ansell', 'Country of Origin': 'Sri Lanka', 'Application': 'Cut Resistant Glove Liner', 'Color': 'White', 'Cuff Style': 'Beaded Cuff', 'Hand Compatibility': 'Ambidextrous', 'Material': 'Spectra® Fiber', 'Powder Content': 'Powder Free', 'Size': 'X-Small', 'Sterility': 'Sterile', 'UNSPSC Code': '42132204', 'Usage': 'Reusable'}",[],37472,2022-05-02 00:10:27.061396,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Cut Resistant Glove Liner', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1115_5789910-2.jpg', 'description': 'Cut Resistant Glove Liner Perry® Powder Free Spectra® Fiber White X-Small', 'manufacturer': 'Ansell', 'mpn': '5789910', 'model': '5789910', 'brand': {'@type': 'Thing', 'name': 'Perry®'}}"
90,973452,Warwick Mills CPB-300-MED - McKesson Medical-Surgical,Warwick Mills CPB-300-MED - McKesson Medical-Surgical,Cut Resistant Glove Liner Turtleskin™ CP Neon Insider Powder Free Nylon / Polyester White Medium Warwick Mills CPB-300-MED,0,,Cut Resistant Glove Liner Turtleskin™ CP Neon Insider Powder Free Nylon / Polyester White Medium,"LINER, GLOVE TURTLESKIN NYL CPNEON WHT MED",[],[],"['Cut and puncture resistant on palms, bottom of fingers, and side of hands', 'Assorted colors for logo on palm']","[414106, 359276, 969925, 368477]","{'McKesson #': '973452', 'Manufacturer #': 'CPB-300-MED', 'Brand': 'Turtleskin™ CP Neon Insider', 'Manufacturer': 'Warwick Mills', 'Country of Origin': 'United States', 'Application': 'Cut Resistant Glove Liner', 'Color': 'White', 'Cuff Style': 'Hemmed Cuff', 'Hand Compatibility': 'Hand Specific Pair', 'Length': '9-1/4 Inch', 'Material': 'Nylon / Polyester', 'Powder Content': 'Powder Free', 'Size': 'Medium', 'Sterility': 'NonSterile', 'UNSPSC Code': '46181504', 'Usage': 'Reusable'}",[],37472,2022-05-01 22:55:29.685058,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Cut Resistant Glove Liner', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/973452_left.jpg', 'description': 'Cut Resistant Glove Liner Turtleskin™ CP Neon Insider Powder Free Nylon / Polyester White Medium', 'manufacturer': 'Warwick Mills', 'mpn': 'CPB-300-MED', 'model': 'CPB-300-MED', 'brand': {'@type': 'Thing', 'name': 'Turtleskin™ CP Neon Insider'}}"
91,576427,Depuy 520032000 - McKesson Medical-Surgical,Depuy 520032000 - McKesson Medical-Surgical,Cut Resistant Glove Liner Repel™ Lite Powder Free Kevlar® Gray Medium Depuy 520032000,0,,Cut Resistant Glove Liner Repel™ Lite Powder Free Kevlar® Gray Medium,"LINER, GLOVE REP LT CUT RES MD(1/PR) DEPUY",[],[],['Exceptional cut resistance with a lighter feel'],"[414106, 359276, 969925, 368477]","{'McKesson #': '576427', 'Manufacturer #': '520032000', 'Brand': 'Repel™ Lite', 'Manufacturer': 'Depuy', 'Country of Origin': 'Unknown', 'Application': 'Cut Resistant Glove Liner', 'Color': 'Gray', 'Material': 'Kevlar®', 'Powder Content': 'Powder Free', 'Size': 'Medium', 'Sterility': 'NonSterile', 'UNSPSC Code': '46181504'}",[],37472,2022-05-01 22:40:30.720491,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Cut Resistant Glove Liner', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/DEPUY_576427.jpg', 'description': 'Cut Resistant Glove Liner Repel™ Lite Powder Free Kevlar® Gray Medium', 'manufacturer': 'Depuy', 'mpn': '520032000', 'model': '520032000', 'brand': {'@type': 'Thing', 'name': 'Repel™ Lite'}}"
92,1132482,McKesson Brand 16-43208-05 - McKesson Medical-Surgical,McKesson Brand 16-43208-05 - McKesson Medical-Surgical,Suction Canister McKesson 800 mL Pour Lid McKesson Brand 16-43208-05,683,,Suction Canister McKesson 800 mL Pour Lid,"CANISTER, SUCTION DISP 800ML (8/BX)",[],[],"['McKesson Disposable Suction Canisters with Critical Measurement', 'Designed for convenience by removing the need for a secondary waste liner', 'Lid attaches firmly to the canister, maximizing vacuum power and minimizing risk of leakage', 'Easy-to-read volume marks', 'Large patient label strip for convenient documentation', 'Reflux protector on patient port reduces contamination exposure risk', 'Features Vac-Gard® integrated filter shut-off valve includes a 0.3 micron bacterial eliminating filter effective in removing 99.9% of pseudomonas', 'Non-Sterile, Disposable', 'Latex-Free, DEHP-Free, and BPA-Free', 'For single use only', 'Not Made with Natural Rubber Latex', 'Packaged: 1 Each, 8 Per Box, 4 Boxes Per Case']","[1132481, 1132484, 1132480, 1132477]","{'McKesson #': '1132482', 'Manufacturer #': '16-43208-05', 'Brand': 'McKesson', 'Manufacturer': 'McKesson Brand', 'Country of Origin': 'China', 'Application': 'Suction Canister', 'Material': 'Polystyrene / Polyethylene', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293521', 'Usage': 'Disposable'}","[{'type': 'Product Spec Sheet', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/Suction_Canisters_and_Liners_tear_sheet_2021-02.pdf'}, {'type': 'Instructions for Use', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/IFU_16-43208-05_2020-08.pdf'}]",1412952,2022-05-01 22:35:19.212244,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1132482_front.jpg', 'description': 'Suction Canister McKesson 800 mL Pour Lid', 'manufacturer': 'McKesson Brand', 'mpn': '16-43208-05', 'model': '16-43208-05', 'brand': {'@type': 'Thing', 'name': 'McKesson'}}"
93,1132481,McKesson Brand 16-43203-01 - McKesson Medical-Surgical,McKesson Brand 16-43203-01 - McKesson Medical-Surgical,Suction Canister McKesson 1200 mL Pour Lid McKesson Brand 16-43203-01,456,,Suction Canister McKesson 1200 mL Pour Lid,"CANISTER, SUCTION DISP 1200ML (8EA/BX 4BX/CS)",[],[],"['McKesson Disposable Suction Canisters', 'Designed for convenience by removing the need for a secondary waste liner', 'Lid attaches firmly to the canister, maximizing vacuum power and minimizing risk of leakage', 'Easy-to-read volume marks', 'Large patient label strip for convenient documentation', 'Reflux protector on patient port reduces contamination exposure risk', 'Features Vac-Gard® integrated filter shut-off valve includes a 0.3 micron bacterial eliminating filter effective in removing 99.9% of pseudomonas', 'Non-Sterile, Disposable', 'Latex-Free, DEHP-Free, and BPA-Free', 'For single use only', 'Not Made with Natural Rubber Latex', 'Packaged: 1 Each, 8 Per Box, 4 Boxes Per Case']","[1132482, 1132484, 1132480, 1132477]","{'McKesson #': '1132481', 'Manufacturer #': '16-43203-01', 'Brand': 'McKesson', 'Manufacturer': 'McKesson Brand', 'Country of Origin': 'China', 'Application': 'Suction Canister', 'Material': 'Polystyrene / Polyethylene', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293521', 'Usage': 'Disposable'}","[{'type': 'Product Spec Sheet', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/Suction_Canisters_and_Liners_tear_sheet_2021-02.pdf'}, {'type': 'Instructions for Use', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/IFU_16-43203-01_16-43206-01_2019-02.pdf'}]",1412952,2022-05-01 22:35:26.166915,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1132481.jpg', 'description': 'Suction Canister McKesson 1200 mL Pour Lid', 'manufacturer': 'McKesson Brand', 'mpn': '16-43203-01', 'model': '16-43203-01', 'brand': {'@type': 'Thing', 'name': 'McKesson'}}"
94,1132484,McKesson Brand 16-43206-01 - McKesson Medical-Surgical,McKesson Brand 16-43206-01 - McKesson Medical-Surgical,Suction Canister McKesson 2000 mL Pour Lid McKesson Brand 16-43206-01,299,,Suction Canister McKesson 2000 mL Pour Lid,"CANISTER, SUCTION DISP 2000ML (6EA/BX 4BX/CS)",[],[],"['McKesson Disposable Suction Canisters', 'Designed for convenience by removing the need for a secondary waste liner', 'Lid attaches firmly to the canister, maximizing vacuum power and minimizing risk of leakage', 'Easy-to-read volume marks', 'Large patient label strip for convenient documentation', 'Reflux protector on patient port reduces contamination exposure risk', 'Features Vac-Gard® integrated filter shut-off valve includes a 0.3 micron bacterial eliminating filter effective in removing 99.9% of pseudomonas', 'Non-Sterile, Disposable', 'Latex-Free, DEHP-Free, and BPA-Free', 'For single use only', 'Not Made with Natural Rubber Latex', 'Packaged: 1 Each, 6 Per Box, 4 Boxes Per Case']","[1132482, 1132481, 1132480, 1132477]","{'McKesson #': '1132484', 'Manufacturer #': '16-43206-01', 'Brand': 'McKesson', 'Manufacturer': 'McKesson Brand', 'Country of Origin': 'China', 'Application': 'Suction Canister', 'Material': 'Polystyrene / Polyethylene', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293521', 'Usage': 'Disposable'}","[{'type': 'Product Spec Sheet', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/Suction_Canisters_and_Liners_tear_sheet_2021-02.pdf'}, {'type': 'Instructions for Use', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/IFU_16-43203-01_16-43206-01_2019-02.pdf'}]",1412952,2022-05-01 22:35:30.740237,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1132484.jpg', 'description': 'Suction Canister McKesson 2000 mL Pour Lid', 'manufacturer': 'McKesson Brand', 'mpn': '16-43206-01', 'model': '16-43206-01', 'brand': {'@type': 'Thing', 'name': 'McKesson'}}"
95,1132473,McKesson Brand 16-43044-01 - McKesson Medical-Surgical,McKesson Brand 16-43044-01 - McKesson Medical-Surgical,Suction Canister Liner McKesson 1500 mL Pour Lid McKesson Brand 16-43044-01,78,,Suction Canister Liner McKesson 1500 mL Pour Lid,"LINER, SUCTION CANISTER POUR SPOUT 1500ML (10EA/BX 5BX/CS)",[],[],"['McKesson Disposable Suction Liners', 'Permanently attached lids and a multifunctional lid tube help decrease the risk of fluid exposure and improve ease-of-use', 'Disposable liner sizes are to be used with the same size RECEPTAL® Reusable Canisters', 'Disposable liners with integrated VAC-GARD® filter shut-off valve support best practice by preventing back flow of aerosols and fluids into the vacuum system', '100% leak tested seamless liners minimize risk of contamination', 'Integrated rotating lid tube promotes simple set-up', 'Multiple liner options to meet clinical and safety needs', 'Anti-foaming emulsion prevents froth formation and aerosolization, reducing the risk of contaminant exposure', 'Shut off valve includes a 0.3 micron bacterial eliminating filter effective in removing 99.9% of pseudomonas', 'Non-Sterile, disposable', 'Latex-free and BPA-free', 'For single use only', 'Not Made with Natural Rubber Latex', 'Packaged: 10 Per Bag, 5 Bags Per Case']","[1132476, 1132474, 243810, 274614]","{'McKesson #': '1132473', 'Manufacturer #': '16-43044-01', 'Brand': 'McKesson', 'Manufacturer': 'McKesson Brand', 'Country of Origin': 'China', 'Application': 'Suction Canister Liner', 'Material': 'Polystyrene / Polyethylene / Polyvinyl chloride', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293514', 'Usage': 'Disposable'}","[{'type': 'Product Spec Sheet', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/Suction_Canisters_and_Liners_tear_sheet_2021-02.pdf'}, {'type': 'Instructions for Use', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/IFU_16-43208-05_2020-08.pdf'}]",1412952,2022-05-01 22:35:36.076071,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister Liner', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1132473.jpg', 'description': 'Suction Canister Liner McKesson 1500 mL Pour Lid', 'manufacturer': 'McKesson Brand', 'mpn': '16-43044-01', 'model': '16-43044-01', 'brand': {'@type': 'Thing', 'name': 'McKesson'}}"
96,1132476,McKesson Brand 16-43044-05 - McKesson Medical-Surgical,McKesson Brand 16-43044-05 - McKesson Medical-Surgical,Suction Canister Liner McKesson 2000 mL Pour Lid McKesson Brand 16-43044-05,65,,Suction Canister Liner McKesson 2000 mL Pour Lid,"LINER, SUCTION CANISTER POUR SPOUT 2000ML (10EA/BX 5BX/CS)",[],[],"['McKesson Disposable Suction Liners', 'Permanently attached lids and a multifunctional lid tube help decrease the risk of fluid exposure and improve ease-of-use', 'Disposable liner sizes are to be used with the same size RECEPTAL® Reusable Canisters', 'Disposable liners with integrated VAC-GARD® filter shut-off valve support best practice by preventing back flow of aerosols and fluids into the vacuum system', '100% leak tested seamless liners minimize risk of contamination', 'Permanently attached lids and a multifunctional lid tube help decrease the risk of fluid exposure and improve ease-of-use', 'Integrated rotating lid tube promotes simple set-up', 'Multiple liner options to meet clinical and safety needs', 'Anti-foaming emulsion prevents froth formation and aerosolization, reducing the risk of contaminant exposure', 'Shut off valve includes a 0.3 micron bacterial eliminating filter effective in removing 99.9% of pseudomonas', 'Non-Sterile, disposable', 'Latex-free and BPA-free', 'For single use only', 'For use with reusable suction canisters of the same volume and diameter', 'Not Made with Natural Rubber Latex', 'Packaged: 10 Per Bag, 5 Bags Per Case']","[1132473, 1132474, 243810, 274614]","{'McKesson #': '1132476', 'Manufacturer #': '16-43044-05', 'Brand': 'McKesson', 'Manufacturer': 'McKesson Brand', 'Country of Origin': 'China', 'Application': 'Suction Canister Liner', 'Material': 'Polystyrene / Polyethylene / Polyvinyl chloride', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293514', 'Usage': 'Disposable'}","[{'type': 'Product Spec Sheet', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/Suction_Canisters_and_Liners_tear_sheet_2021-02.pdf'}, {'type': 'Instructions for Use', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/IFU_16-43208-05_2020-08.pdf'}]",1412952,2022-05-01 22:35:37.484059,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister Liner', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1132476.jpg', 'description': 'Suction Canister Liner McKesson 2000 mL Pour Lid', 'manufacturer': 'McKesson Brand', 'mpn': '16-43044-05', 'model': '16-43044-05', 'brand': {'@type': 'Thing', 'name': 'McKesson'}}"
97,1132474,McKesson Brand 16-43010-05 - McKesson Medical-Surgical,McKesson Brand 16-43010-05 - McKesson Medical-Surgical,Suction Canister Liner McKesson 1000 mL Pour Lid McKesson Brand 16-43010-05,42,,Suction Canister Liner McKesson 1000 mL Pour Lid,"LINER, SUCTION CANISTER POUR SPOUT 1000ML (10EA/BX 5BX/CS)",[],[],"['McKesson Disposable Suction Liners', 'Permanently attached lids and a multifunctional lid tube help decrease the risk of fluid exposure and improve ease-of-use', 'Disposable liner sizes are to be used with the same size RECEPTAL® Reusable Canisters', 'Disposable liners with integrated VAC-GARD® filter shut-off valve support best practice by preventing back flow of aerosols and fluids into the vacuum system', '100% leak tested seamless liners minimize risk of contamination', 'Integrated rotating lid tube promotes simple set-up', 'Multiple liner options to meet clinical and safety needs', 'Anti-foaming emulsion prevents froth formation and aerosolization, reducing the risk of contaminant exposure', 'Shut off valve includes a 0.3 micron bacterial eliminating filter effective in removing 99.9% of pseudomonas', 'Non-Sterile, disposable', 'Latex-free and BPA-free', 'For single use only', 'Not Made with Natural Rubber Latex', 'Packaged: 10 Per Bag, 5 Bags Per Case']","[1132473, 1132476, 243810, 274614]","{'McKesson #': '1132474', 'Manufacturer #': '16-43010-05', 'Brand': 'McKesson', 'Manufacturer': 'McKesson Brand', 'Country of Origin': 'China', 'Application': 'Suction Canister Liner', 'Material': 'Polystyrene / Polyethylene / Polyvinyl chloride', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293514', 'Usage': 'Disposable'}","[{'type': 'Product Spec Sheet', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/Suction_Canisters_and_Liners_tear_sheet_2021-02.pdf'}, {'type': 'Instructions for Use', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/IFU_16-43208-05_2020-08.pdf'}]",1412952,2022-05-01 22:35:41.030422,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister Liner', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1132474.jpg', 'description': 'Suction Canister Liner McKesson 1000 mL Pour Lid', 'manufacturer': 'McKesson Brand', 'mpn': '16-43010-05', 'model': '16-43010-05', 'brand': {'@type': 'Thing', 'name': 'McKesson'}}"
98,1132480,McKesson Brand 16-43445-01 - McKesson Medical-Surgical,McKesson Brand 16-43445-01 - McKesson Medical-Surgical,Suction Canister McKesson 2000 mL Without Lid McKesson Brand 16-43445-01,31,,Suction Canister McKesson 2000 mL Without Lid,"CANISTER, SUCTION RUSBL 2000ML(10EA/CS)",[],[],"['McKesson Reusable Suction Canister', 'Reusable canisters help manage suction waste by providing simple, safe, and complete solutions', 'Reusable design for use with compatible disposable suction liners', 'Small, compact size helps maximize space efficiency and provides a cost-effective solution for portable suction systems', 'Made of polycarbonate material', 'Designed with durability and efficiency in mind', 'Reusable canister sizes are to be used with the same size disposable liners', 'Easy-to-read volume marks', 'Large patient label strip for convenient documentation', 'Canister “T%XE2%X80? designates vacuum source connection to simplify canister set up', 'Color-coded by size', 'Non-Sterile', 'Not Made with Natural Rubber Latex', 'Packaged: 1 Each Per Bag, 10 Bags Per Case']","[1132482, 1132481, 1132484, 1132477]","{'McKesson #': '1132480', 'Manufacturer #': '16-43445-01', 'Brand': 'McKesson', 'Manufacturer': 'McKesson Brand', 'Country of Origin': 'China', 'Application': 'Suction Canister', 'Material': 'Polycarbonate', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293521', 'Usage': 'Reusable'}","[{'type': 'Product Spec Sheet', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/Suction_Canisters_and_Liners_tear_sheet_2021-02.pdf'}]",1412952,2022-05-01 22:35:42.634431,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1132480.jpg', 'description': 'Suction Canister McKesson 2000 mL Without Lid', 'manufacturer': 'McKesson Brand', 'mpn': '16-43445-01', 'model': '16-43445-01', 'brand': {'@type': 'Thing', 'name': 'McKesson'}}"
99,1132478,McKesson Brand 16-43449-05 - McKesson Medical-Surgical,McKesson Brand 16-43449-05 - McKesson Medical-Surgical,Suction Canister McKesson 1000 mL Without Lid McKesson Brand 16-43449-05,683,,Suction Canister McKesson 1000 mL Without Lid,"CANISTER, SUCTION RUSBL 1000ML(10EA/CS)",[],[],"['McKesson Reusable Suction Canister', 'Reusable canisters help manage suction waste by providing simple, safe, and complete solutions', 'Reusable design for use with compatible disposable suction liners', 'Small, compact size helps maximize space efficiency and provides a cost-effective solution for portable suction systems', 'Made of polycarbonate material', 'Designed with durability and efficiency in mind', 'Reusable canister sizes are to be used with the same size disposable liners', 'Easy-to-read volume marks', 'Large patient label strip for convenient documentation', 'Canister “T%XE2%X80? designates vacuum source connection to simplify canister set up', 'Color-coded by size', 'Non-Sterile', 'Not Made with Natural Rubber Latex', 'Packaged: 1 Each Per Bag, 10 Bags Per Case']","[1132482, 1132481, 1132484, 1132480]","{'McKesson #': '1132478', 'Manufacturer #': '16-43449-05', 'Brand': 'McKesson', 'Manufacturer': 'McKesson Brand', 'Country of Origin': 'China', 'Application': 'Suction Canister', 'Material': 'Polycarbonate', 'Sterility': 'NonSterile', 'UNSPSC Code': '42293521', 'Usage': 'Reusable'}","[{'type': 'Product Spec Sheet', 'url': 'https://imgcdn.mckesson.com/CumulusWeb/Click_and_learn/Suction_Canisters_and_Liners_tear_sheet_2021-02.pdf'}]",1412952,2022-05-01 22:35:49.419744,"{'@context': 'http://schema.org/', '@type': 'Product', 'name': 'Suction Canister', 'image': 'https://imgcdn.mckesson.com/CumulusWeb/Images/High_Res/1132478.jpg', 'description': 'Suction Canister McKesson 1000 mL Without Lid', 'manufacturer': 'McKesson Brand', 'mpn': '16-43449-05', 'model': '16-43449-05', 'brand': {'@type': 'Thing', 'name': 'McKesson'}}"
