sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels,manufacturer
1192091,,Default,virtual,Default Category,base,Water Filter System,,"['Single cartridge design', '1/4 turn cartridge quick disconnect and connect for easy', 'Category 3 recyclable cartridge', 'Nano crystal scale reduction reduces the need for', 'Quick connect inlet and outlet assemblies for reversing', 'Shut off valve and pressure gauge standard', 'Filtered water test valve', 'Treats water up to 300 PPM (17.5 grains), hardness', 'Removes up to 4 PPM chlorine/chloramines']",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc SMF620 - McKesson Medical-Surgical,,Viulcan SCALEBLOCKER™ Water Filter System 9-1/2 X 15-1/2 X 18-1/2 Inch Culinary Depot Inc SMF620,,,,,,,,,2022-05-01 22:44:46.860649,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Culinary Depot Inc
1182711,,Default,virtual,Default Category,base,Ice Maker,,"['Stainless Steel Door : Durable, attractive one piece\nstainless steel door for long lasting usage', 'ENERGY STAR Qualified, STAR-K KOSHER CERTIFICATION, ADA\nCompliant', '1 Year (parts & labor) / 5 year sealed system (parts)', 'Daily Ice Production, and 30 lbs. Storage Capacity']",,,Taxable Goods,Not Visible Individually,0,,,,,U-Line UANP115-SS01A - McKesson Medical-Surgical,,Ice Maker U-Line Freestanding 90 lbs Sccop U-Line UANP115-SS01A,,,,,,,,,2022-05-01 22:53:59.146855,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,U-Line
1142763,,Default,virtual,Default Category,base,Ice Maker,,"['Call manufacturer for price quote', 'Space-saving 24"" (610 mm) wide undercounter design', 'Durable, electroless nickel plating on all evaporator plates\nensures reliability', 'Constructed from corrosion-resistant stainless steel and\nfingerprint-proof plastic', 'Harvest Assist provides consistent ice production for the\nlife of the Commercial ice maker while reducing energy\nconsumption and increasing capacity', 'Longest warranty in the industry. Purchase an Ice-O-Matic\nwater filter with your cube Ice-O-Matic ice maker, replace\nthe filter every six months, and the evaporator warranty is\nextended to 7 years parts and labor', ""Pure Ice® exclusively by Ice-O-Matic. Built-in antimicrobial\nprotection for the life of the Commercial ice maker inhibits\nbacteria growth on Ice-O-Matic ice maker surfaces. Ice-O-\nMatic's optional water filtration system provides protection\nagainst unpleasant tastes, odors and scale formation"", 'Produces up to 185 lbs (84 kg) of ice per day']",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc ICEU150HA - McKesson Medical-Surgical,,Ice Maker Ice-O-Matic Commercial 100-200 lbs Scoop from Bin Culinary Depot Inc ICEU150HA,,,,,,,,,2022-05-01 22:44:37.139606,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Culinary Depot Inc
1199560,,Default,virtual,Default Category,base,Ice Maker,,"['NUGGET ice machine preferred for lab, clinical, and\neducation use', 'CurranTaylor™ Scotsman™ self contained nugget ice packs\ntightly and cools quickly', 'Includes: Legs, scoop, cordset']",,,Taxable Goods,Not Visible Individually,0,,,,,Fisher Scientific 09-540-002 - McKesson Medical-Surgical,,Ice Maker CurranTaylor™ Scotsman™ Commerical / Freestanding 100 lbs. Scoop Fisher Scientific 09-540-002,,,,,,,,,2022-05-01 22:46:25.258050,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Fisher Scientific
1103351,,Default,virtual,Default Category,base,Ice Maker,,"['Uses less than 3 gallons of water to produce up to 25 lbs of\nice per day', 'Daily ice production rate is approx. 4 times greater than\nthe average household refrigerator', 'On/Off switch is conveniently located on lower face of unit', 'No drain required', 'Standard commercial stainless steel handle is\ninterchangeable with professional handle accessory', 'Door swing is field reversible']",,,Taxable Goods,Not Visible Individually,0,,,,,U-Line UHCR115-BS01A - McKesson Medical-Surgical,,Ice Maker U-Line Freestanding 89 lbs. Scoop U-Line UHCR115-BS01A,,,,,,,,,2022-05-01 22:54:13.415611,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,U-Line
1183876,,Default,virtual,Default Category,base,Ice Maker &amp; Water Dispenser,,"['Call manufacturer for price quote', '450-lb. AHRI-certified daily ice production', 'Self-contained condenser', 'Air-cooled motor', 'Push button dispensing operation for water and ice', 'Stainless steel exterior and bin interior withstand high-\nvolume use', 'CleanCycle24 purges the unit of impurities every hour to\nensure pure ice production', '618-lb. maximum daily ice production']",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc DCM-500BAH - McKesson Medical-Surgical,,Ice Maker & Water Dispenser Hoshizaki Countertop 40 lbs Push Button Culinary Depot Inc DCM-500BAH,,,,,,,,,2022-05-01 22:44:42.068017,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Culinary Depot Inc
1120882,,Default,virtual,Default Category,base,Ice Maker &amp; Water Dispenser,,"['Call manufacturer for price quote', 'The H2 Nugget Ice this model produces is slow-melting,\nchewable and dispenses reliably from the air cooled\ncommercial ice dispenser', 'The Nuggets are ⅗%XE2%X80? x 5/16%XE2%X80? x ⅜%XE2%X80? and\nthis machine can produce up to 500 lbs of it every 24 hours', 'This unit stores 25 lbs of ice and keeps it cool and ready\nfor dispensing', 'The Scotsman HID525A-1 Meridian ice water dispenser is a\nsleek air cooled ice dispenser that provides easy to access\nice and water']",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc HID525A-1 - McKesson Medical-Surgical,,Ice Maker & Water Dispenser Scotsman Counter Top 500-600 lbs Touch Free Culinary Depot Inc HID525A-1,,,,,,,,,2022-05-01 22:44:40.502390,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Culinary Depot Inc
1131220,,Default,virtual,Default Category,base,Refurbished Ice Maker,,"['Air Cooled', 'Assembled in the USA', 'Corrosion resistant exterior', 'Slide back door allows easy access to ice in the bin', 'Intuitive control panel allows for quick and easy operation', 'Ice scoop included', 'Only 15%XE2%X80? wide, the ice maker can be placed in the\ntightest locations', 'Optional floor mount kit allows for installation under\n34%XE2%X80? ADA counter tops', 'Produces up to 58 lb (26 kg) per day and stores 36 lb (16\nkg), meeting the ice demands for many different applications', 'Unique evaporator produces crystal clear cubes']",,,Taxable Goods,Not Visible Individually,0,,,,,The Alternative Source Medical LLC SC-CU0515GA - McKesson Medical-Surgical,,Refurbished Ice Maker SCOTSMAN Commercial 58 lbs Scoop from Bin The Alternative Source Medical LLC SC-CU0515GA,,,,,,,,,2022-05-01 22:52:53.030529,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,The Alternative Source Medical LLC
1087717,,Default,virtual,Default Category,base,Ice Maker,,"['Produces up to 60 lbs of clear cubed ice per day', 'Digital touch pad contains functions for managing ice cube\ndensity', 'Silent setting temporarily suspends production of ice for 3\nhours', 'Factory-installed drain pump, water and drain line\nsimplifies setup', 'Cleaning indicator alert and reversible door swing provide\nadditional convenience']",,,Taxable Goods,Not Visible Individually,0,,,,,U-Line U-CLR1215B-40B - McKesson Medical-Surgical,,Ice Maker U-Line Freestanding 59 Lbs Scoop U-Line U-CLR1215B-40B,,,,,,,,,2022-05-01 22:54:05.553536,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,U-Line
1119393,,Default,virtual,Default Category,base,Ice Maker,,"['Call manufacturer for price quote', 'Sself-contained condenser', 'Air-cooled', 'Opti-Serve Ice Maker/Water Dispenser']",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc DCM-270BAH-OS - McKesson Medical-Surgical,,Ice Maker Hoshizaki Counter Top 170 lbs. Push Button Culinary Depot Inc DCM-270BAH-OS,,,,,,,,,2022-05-01 22:44:39.683442,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Culinary Depot Inc
1190732,,Default,virtual,Default Category,base,Ice Maker &amp; Water Dispenser,,"['Call manufacturer for price quote', 'The unit produces up to 315 lbs of nugget ice and provides\ninstant access to water so your guests can get a refreshing\nglass on the fly', 'A commercial ice machine and a Manitowoc water dispenser in\none, this commercial ice water dispenser from Manitowoc Ice\nmakes the most of your counter space']",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc CNF0201A-L - McKesson Medical-Surgical,,Ice Maker & Water Dispenser Manitowoc Commercial Countertop 10 lbs Storage Push Button Culinary Depot Inc CNF0201A-L,,,,,,,,,2022-05-01 22:44:43.284072,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Culinary Depot Inc
1190755,,Default,virtual,Default Category,base,Ice Maker,,"['Call manufacturer for price quote', 'Polyurethane Artic Blue bin liner accentuates the crisp\nclear ice from a Manitowoc Ice Machine', 'Unique cammed bin door self-latch keeps the door in the open\nposition and keeps the employee safe when scooping ice', 'Door is angled 53 degrees to allow for easier access to the\nice in the bin especially when scooping from the bottom', 'Manitowoc exterior material has better corrosion resistance\nthan stainless steel, is smudge resistant and easy to keep\nclean', 'Clever built in side grips allow you to lift the bin door\nfrom anywhere you are standing (left, right or center) even\nwhen you have just one hand free', 'Built-in scoop holder, keeps the ice scoop handle above the\nice, or purchases the optional NSF approved External Scoop\nHolder Kit # K00461', 'NSF approved sanitary ice scoop included with each bin', 'Built-in knuckle and thumb guard', 'Insulates the ice bin, reduces sweat on the door, helps keep\nice lasting longer']",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc D570 - McKesson Medical-Surgical,,Ice Maker Manitowoc Commercial 532 lbs Scoop for Bin Culinary Depot Inc D570,,,,,,,,,2022-05-01 22:44:50.761849,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Culinary Depot Inc
1182706,,Default,virtual,Default Category,base,Freestanding Ice Machine,,"['This model boasts a high daily ice production rate of up to\n90 Lbs. and a capacity of up to 30 Lbs. of crystal clear ice\ncubes ensuring your party will always have ice on hand', 'Offers five levels of ice fullness', 'Silent setting temporarily suspends ice making for 3 hours', 'Notifies the user when cleaning is needed', 'White interiors are gently illuminated with LED lighting so\neven after dark, you can easily scoop ice', 'Field reversible door is shipped right-hand hinged', 'Four adjustable leveling legs', 'Digital Touch Pad Control with Blue LED Display', 'If gravity drain is not accessible Factory Installed Drain\nPump model is required: UANP115-SS01A']",,,Taxable Goods,Not Visible Individually,0,,,,,U-Line UANB115-SS01A - McKesson Medical-Surgical,,Freestanding Ice Machine U-Line Commercial 30 lbs Scoop from Bin U-Line UANB115-SS01A,,,,,,,,,2022-05-01 22:54:17.857055,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,U-Line
1190733,,Default,virtual,Default Category,base,Ice Maker &amp; Water Dispenser,,"['Call manufacturer for price quote', 'Nugget style', 'Touchless dispensing', '10 lb Bin storage capacity']",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc CNF0201A - McKesson Medical-Surgical,,Ice Maker & Water Dispenser Manitowoc Counter Top 10 lb Bin Push Button Culinary Depot Inc CNF0201A,,,,,,,,,2022-05-01 22:44:44.636946,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Culinary Depot Inc
1185692,,Default,virtual,Default Category,base,Ice Maker,,"['Flaker ice maker machine', 'High grade stainless steel evaporator for max durability', 'Super compact ice machine preferred for lab, clinical, and\neducation use', '3 year parts and labor warranty with exclusive CT\nConsigliere Service', 'CurranTaylor™ Scotsman™ self contained ice packs tightly and\ncools quickly', 'Easy-reach slide back door', 'Non-ozone depleting R-134A refrigerant meets all Fed\nrequirements', 'Designed, engineered and assembled in the USA', 'Specific QR code gets quick access to manuals and warranty\nhistory', 'Power cord, ice scoop and 6 in. legs included', 'Optional low profile floor mount kit reduces height to less\nthan 32 in']",,,Taxable Goods,Not Visible Individually,0,,,,,Fisher Scientific 09-540-000 - McKesson Medical-Surgical,,Ice Maker CurranTaylor™ Scotsman™ Commercial 100 lbs. Scoop from Bin Fisher Scientific 09-540-000,,,,,,,,,2022-05-01 22:46:49.244717,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Fisher Scientific
1190734,,Default,virtual,Default Category,base,Ice Maker,,"['Call manufacturer for price quote', 'Reduces water expenses by using air to transfer heat out of\nthe machine', 'Less expensive to operate and easier to set up in most\nlocations', 'The condenser is installed on the unit for immediate use', 'Stainless steel finish won’t corrode easily for a lasting\nunit that can handle intense conditions and demands', 'High-load bearing improves reliability and is virtually\nmaintenance-free', ""85% ice-to-water ratio; doesn't easily dilute beverages"", 'Production: Up to 1,078 lbs of nugget ice every 24 hours', 'Great for use in restaurants, cafes, convenience store,\nhealthcare, and office']",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc RNF1100A - McKesson Medical-Surgical,,Ice Maker Manitowoc Commercial 1000-1500 lbs Scoop from Bin Culinary Depot Inc RNF1100A,,,,,,,,,2022-05-01 22:44:45.325055,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Culinary Depot Inc
474667,,Default,virtual,Default Category,base,Convective Warming System,,"['Built-in safety monitoring systems alert caregivers should\ntemperatures exceed or fall below temperature settings\nproviding further protection to your patient', 'The WarmAir® unit easily attaches to CSZ universal stands,\noperating room tables, stretchers, bed ends, side rails, or\nIV poles offering versatility']",,,Taxable Goods,Not Visible Individually,0,,,,,Gentherm Medical 135 - McKesson Medical-Surgical,,Convective Warming System WarmAir ®135 13-1/2 Inch Height 13-1/2 lbs. 800 W Gentherm Medical 135,,,,,,,,,2022-05-01 22:45:52.569419,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Gentherm Medical
691985,,Default,virtual,Default Category,base,Boiler System,,"['Solenoid water feed', 'Equipped with adjustable pressure control and manual reset\nhi-limit control', 'Heavy duty magnetic contactors', 'Combination low water cut-off and water controller', '150# forged steel flange mounted steam outlet valve', 'Water gauge glass with protector', 'Off-on switch with pilot light', 'Shell is of ASME construction wrapped in 2"" fiberglass\ninsulation & encased with 20ga S/S jacket', 'ONE YEAR PARTS WARRANTY']",,,Taxable Goods,Not Visible Individually,0,,,,,Future Health Concepts RERH-20REV3 - McKesson Medical-Surgical,,Boiler System Reimers® 172 lbs. Steam 20 KW Future Health Concepts RERH-20REV3,,,,,,,,,2022-05-01 22:45:35.906968,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Future Health Concepts
1065411,,Default,virtual,Default Category,base,Warming Blanket,,['Tube'],,,Taxable Goods,Not Visible Individually,0,,,,,Stryker MA0510-PM - McKesson Medical-Surgical,,Warming Blanket Mistral-Air Stryker MA0510-PM,,,,,,,,,2022-05-01 22:51:39.539995,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Stryker
