sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels,manufacturer
MDPMPHMCECO2,,Default,virtual,Default Category,base,MIYO Housekeeping Carts,,"<ul><li> Professional tools for high-level cleaning</li><li> Convenient EVS mobile workstations designed for healthcare</li><li> Stands up to disinfectants, power washing and even autoclaving</li><li> Quiet and clean, helping to enhance the patient experience</li></ul>",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc SMF620 - McKesson Medical-Surgical,,Viulcan SCALEBLOCKER™ Water Filter System 9-1/2 X 15-1/2 X 18-1/2 Inch Culinary Depot Inc SMF620,,,,,,,,,2022-05-01 22:44:46.860649,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Various Manufacturers / Suppliers
MDPMPHMCDISC1,,Default,virtual,Default Category,base,MIYO Housekeeping Carts,,"<ul><li> Professional tools for high-level cleaning</li><li> Convenient EVS mobile workstations designed for healthcare</li><li> Stands up to disinfectants, power washing and even autoclaving</li><li> Quiet and clean, helping to enhance the patient experience</li></ul>",,,Taxable Goods,Not Visible Individually,0,,,,,U-Line UANP115-SS01A - McKesson Medical-Surgical,,Ice Maker U-Line Freestanding 90 lbs Sccop U-Line UANP115-SS01A,,,,,,,,,2022-05-01 22:53:59.146855,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Various Manufacturers / Suppliers
MDPMSCMG02Z,,Default,virtual,Default Category,base,FitRight Active Guards for Men,,"<ul><li> Contoured design provides extra protection just where a man needs it; feature a soft breathable back sheet for comfort and discretion</li><li> The super absorbent core with fast acquisition layer provides optimal dryness and protection</li><li> Full-length adhesive holds guard securely inside underwear</li><li> For light to moderate urinary incontinence</li><li> Individually wrapped for convenience</li><li> <a href=""https://www.medline.com/product/FitRight-Active-Male-Guards/Bladder-Control-Pads/Z05-PF19559?question=FitRight+Active+Guards+f or+Men&amp;index=P1&amp;indexCount=1#mrkMore"" target=""_blank""> Learn more about FitRight Active Male Guards</a></li></ul>",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc ICEU150HA - McKesson Medical-Surgical,,Ice Maker Ice-O-Matic Commercial 100-200 lbs Scoop from Bin Culinary Depot Inc ICEU150HA,,,,,,,,,2022-05-01 22:44:37.139606,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,MEDLINE
MDPRUB9T73BLA,,Default,virtual,Default Category,base,Plastic Cleaning Carts,,"<ul> <li>Rubbermaid® Cleaning Carts hold all your housekeeping supplies. </li> <li>Cleaning/janitor cart neatly holds tools, handled equipment, adustpan, broom, two floor signs and there's even a holder for a mop handle.</li> <li>Sturdy construction to withstand tough daily use, with a built-in bumper to protect walls and furniture. </li> <li>Resists corrosion from harsh cleaning chemicals. </li> <li>The High-Capacity Cleaning/Janitor Cart has 5 cubic feet of storage space. </li> <li>Other features include a Lock 'N Go bucket attachment, 4 rubber tool holders in front and one in back, and two removable 10 qt 6-bottle caddies. </li> <li>Made of aluminum/plastic.</li> </ul>",,,Taxable Goods,Not Visible Individually,0,,,,,Fisher Scientific 09-540-002 - McKesson Medical-Surgical,,Ice Maker CurranTaylor™ Scotsman™ Commerical / Freestanding 100 lbs. Scoop Fisher Scientific 09-540-002,,,,,,,,,2022-05-01 22:46:25.258050,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,RUBBERMAID
MDPCFU12M1025U,,Default,virtual,Default Category,base,Vyaire AirLife ETCO2 Sampling Cannulas,,<ul><li> Permanent barrier separates nasal prongs for simultaneous O2 inhalation and end-tidal gas sampling </li><li> Can deliver O2 to one nostril while sampling CO2 from the other for more accurate ETCO2 readings</li><li> Crush-resistant tubing prevents occlusion and kinking</li><li> Clear to allow unobstructed observation</li><li> Soft for patient comfort</li></ul>,,,Taxable Goods,Not Visible Individually,0,,,,,U-Line UHCR115-BS01A - McKesson Medical-Surgical,,Ice Maker U-Line Freestanding 89 lbs. Scoop U-Line UHCR115-BS01A,,,,,,,,,2022-05-01 22:54:13.415611,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,"VYAIRE MEDICAL, INC."
MDPMSCMG02,,Default,virtual,Default Category,base,FitRight Active Guards for Men,,"<ul><li> Contoured design provides extra protection just where a man needs it; feature a soft breathable back sheet for comfort and discretion</li><li> The super absorbent core with fast acquisition layer provides optimal dryness and protection</li><li> Full-length adhesive holds guard securely inside underwear</li><li> For light to moderate urinary incontinence</li><li> Individually wrapped for convenience</li><li> <a href=""https://www.medline.com/product/FitRight-Active-Male-Guards/Bladder-Control-Pads/Z05-PF19559?question=FitRight+Active+Guards+f or+Men&amp;index=P1&amp;indexCount=1#mrkMore"" target=""_blank""> Learn more about FitRight Active Male Guards</a></li></ul>",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc DCM-500BAH - McKesson Medical-Surgical,,Ice Maker & Water Dispenser Hoshizaki Countertop 40 lbs Push Button Culinary Depot Inc DCM-500BAH,,,,,,,,,2022-05-01 22:44:42.068017,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,MEDLINE
MDPMPHMCP190080,,Default,virtual,Default Category,base,Alpha Foldable Bag Holders Parts,,<ul><li> Parts for foldable bag holder</li><li> Helps cleaning cart in working order</li></ul>,,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc HID525A-1 - McKesson Medical-Surgical,,Ice Maker & Water Dispenser Scotsman Counter Top 500-600 lbs Touch Free Culinary Depot Inc HID525A-1,,,,,,,,,2022-05-01 22:44:40.502390,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,FILMOP
MDPHUN92021115,,Default,virtual,Default Category,base,EnCompass Modular Cleaning Station,,,,,Taxable Goods,Not Visible Individually,0,,,,,The Alternative Source Medical LLC SC-CU0515GA - McKesson Medical-Surgical,,Refurbished Ice Maker SCOTSMAN Commercial 58 lbs Scoop from Bin The Alternative Source Medical LLC SC-CU0515GA,,,,,,,,,2022-05-01 22:52:53.030529,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,ECOLAB
MDPRJHG9T7500BLA,,Default,virtual,Default Category,base,Executive High-Security Cleaning Carts,,,,,Taxable Goods,Not Visible Individually,0,,,,,U-Line U-CLR1215B-40B - McKesson Medical-Surgical,,Ice Maker U-Line Freestanding 59 Lbs Scoop U-Line U-CLR1215B-40B,,,,,,,,,2022-05-01 22:54:05.553536,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,RUBBERMAID
MDPRJHFG9T7800BL,,Default,virtual,Default Category,base,Executive Janitorial Cleaning Carts,,.,,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc DCM-270BAH-OS - McKesson Medical-Surgical,,Ice Maker Hoshizaki Counter Top 170 lbs. Push Button Culinary Depot Inc DCM-270BAH-OS,,,,,,,,,2022-05-01 22:44:39.683442,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,RUBBERMAID
MDPMPHMC1TW1EQ,,Default,virtual,Default Category,base,EquoDose Charging System,,"<ul><li> Quickly charge mops and/or cleaning cloths as needed</li><li> Set desired saturation amount for consistent saturation</li><li> Helps provide quick and easy cleaning and can be used for dry dusting</li><li> Refillable, sealed tanks don't waste chemicals and its easy to restock unused mops and cloths</li><li> Less weight to carry reduces worker strain</li></ul>",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc CNF0201A-L - McKesson Medical-Surgical,,Ice Maker & Water Dispenser Manitowoc Commercial Countertop 10 lbs Storage Push Button Culinary Depot Inc CNF0201A-L,,,,,,,,,2022-05-01 22:44:43.284072,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,FILMOP
MDPMPHMCOPEN3,,Default,virtual,Default Category,base,MIYO Housekeeping Carts,,"<ul><li> Professional tools for high-level cleaning</li><li> Convenient EVS mobile workstations designed for healthcare</li><li> Stands up to disinfectants, power washing and even autoclaving</li><li> Quiet and clean, helping to enhance the patient experience</li></ul>",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc D570 - McKesson Medical-Surgical,,Ice Maker Manitowoc Commercial 532 lbs Scoop for Bin Culinary Depot Inc D570,,,,,,,,,2022-05-01 22:44:50.761849,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Various Manufacturers / Suppliers
MDPMPHMCP190922,,Default,virtual,Default Category,base,Alpha Foldable Bag Holders Parts,,<ul><li> Parts for foldable bag holder</li><li> Helps cleaning cart in working order</li></ul>,,,Taxable Goods,Not Visible Individually,0,,,,,U-Line UANB115-SS01A - McKesson Medical-Surgical,,Freestanding Ice Machine U-Line Commercial 30 lbs Scoop from Bin U-Line UANB115-SS01A,,,,,,,,,2022-05-01 22:54:17.857055,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,FILMOP
MDPMPHMCECO3,,Default,virtual,Default Category,base,MIYO Housekeeping Carts,,"<ul><li> Professional tools for high-level cleaning</li><li> Convenient EVS mobile workstations designed for healthcare</li><li> Stands up to disinfectants, power washing and even autoclaving</li><li> Quiet and clean, helping to enhance the patient experience</li></ul>",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc CNF0201A - McKesson Medical-Surgical,,Ice Maker & Water Dispenser Manitowoc Counter Top 10 lb Bin Push Button Culinary Depot Inc CNF0201A,,,,,,,,,2022-05-01 22:44:44.636946,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Various Manufacturers / Suppliers
MDPCFU2802F10U,,Default,virtual,Default Category,base,Vyaire AirLife ETCO2 Sampling Cannulas,,<ul><li> Permanent barrier separates nasal prongs for simultaneous O2 inhalation and end-tidal gas sampling </li><li> Can deliver O2 to one nostril while sampling CO2 from the other for more accurate ETCO2 readings</li><li> Crush-resistant tubing prevents occlusion and kinking</li><li> Clear to allow unobstructed observation</li><li> Soft for patient comfort</li></ul>,,,Taxable Goods,Not Visible Individually,0,,,,,Fisher Scientific 09-540-000 - McKesson Medical-Surgical,,Ice Maker CurranTaylor™ Scotsman™ Commercial 100 lbs. Scoop from Bin Fisher Scientific 09-540-000,,,,,,,,,2022-05-01 22:46:49.244717,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,"VYAIRE MEDICAL, INC."
MDPMPHMCECO2F,,Default,virtual,Default Category,base,MIYO Housekeeping Carts,,"<ul><li> Professional tools for high-level cleaning</li><li> Convenient EVS mobile workstations designed for healthcare</li><li> Stands up to disinfectants, power washing and even autoclaving</li><li> Quiet and clean, helping to enhance the patient experience</li></ul>",,,Taxable Goods,Not Visible Individually,0,,,,,Culinary Depot Inc RNF1100A - McKesson Medical-Surgical,,Ice Maker Manitowoc Commercial 1000-1500 lbs Scoop from Bin Culinary Depot Inc RNF1100A,,,,,,,,,2022-05-01 22:44:45.325055,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,Various Manufacturers / Suppliers
MDPK-C33593Z,,Default,virtual,Default Category,base,Poise Ultimate Coverage Protection Pads,,<ul><li> Absorb-Loc core quickly locks away wetness and odor </li><li> Thin-Flex design moves with your body for outstanding comfort and protection</li></ul>,,,Taxable Goods,Not Visible Individually,0,,,,,Gentherm Medical 135 - McKesson Medical-Surgical,,Convective Warming System WarmAir ®135 13-1/2 Inch Height 13-1/2 lbs. 800 W Gentherm Medical 135,,,,,,,,,2022-05-01 22:45:52.569419,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,KIMBERLY-CLARK CORPORATION
MDPEVSCART250,,Default,virtual,Default Category,base,High Capacity Healthcare Cleaning Cart,,"<ul><li> Housekeeping cart with lockable hood</li><li> Multiple storage options like sign hooks, interior shelves, etc.</li></ul>",,,Taxable Goods,Not Visible Individually,0,,,,,Future Health Concepts RERH-20REV3 - McKesson Medical-Surgical,,Boiler System Reimers® 172 lbs. Steam 20 KW Future Health Concepts RERH-20REV3,,,,,,,,,2022-05-01 22:45:35.906968,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,SUNCAST CORPORATION
MDPWWS0912,,Default,virtual,Default Category,base,CO2/O2 Nasal Cannulas by SunMed,,<ul><li> Filtration system and Nafion tubing help prevent moisture from entering line and infiltrating monitor</li><li> Part of a system that reduces HAPU and virtually eliminates ear and facial ulcers</li><li> Comfort Soft Plus construction maximum patient comfort</li></ul>,,,Taxable Goods,Not Visible Individually,0,,,,,Stryker MA0510-PM - McKesson Medical-Surgical,,Warming Blanket Mistral-Air Stryker MA0510-PM,,,,,,,,,2022-05-01 22:51:39.539995,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,SUNMED
MDPHWPM2520A,,Default,virtual,Default Category,base,Smart CapnoLine O2 Solutions,,"<ul><li> Designed to collect accurate etCO2samples from your patient's nose or mouth. The waveform is not affected by breathing patterns.</li><li> Smart CapnoLine: for use in short duration monitoring like procedural sedation or emergency care. Available with O2</li><li> Smart CapnoLine H O2 : for use in long duration monitoring like the general floor or medical/surgical unit, with CPAP and BiPAP devices.</li><li> Smart CapnoLine Guard: for use in upper endoscopy procedures.</li></ul>",,,Taxable Goods,Not Visible Individually,0,,,,,Wells Lamont Industrial Y6701W - McKesson Medical-Surgical,,Glove Liner Powder Free Cotton White Women's Wells Lamont Industrial Y6701W,,,,,,,,,2022-05-01 22:55:41.766896,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,ROYAL PHILIPS
MDPULNH4606HOOD,,Default,virtual,Default Category,base,High-Security Carts Parts and Accessories,,,,,Taxable Goods,Not Visible Individually,0,,,,,Wells Lamont Industrial Y6701L - McKesson Medical-Surgical,,Glove Liner Powder Free Cotton White Men's Wells Lamont Industrial Y6701L,,,,,,,,,2022-05-01 22:55:42.603707,,12/21/23,,Block after Info Column,,,,Use config,,,,,Product -- Full Width,,Use config,,,0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,RUBBERMAID
